	39501.46
	40969.91
	42379.52
	43728.96
	45016.96
        46242.19
	47403.36
	48499.15
	49528.27
	50489.4
	51381.25
	52202.5
	52951.86
	53628.02
	54229.67
	54755.5
	55204.22
	55574.52
        55865.09
	56074.63
	56201.83
	56245.39
	56204
	56076.36
	55861.16
	55557.1
	55162.87
	54677.17
	54098.69
	53426.13
	52658.18
	51793.54
	50830.9
	49768.96
	48606.41
	47341.95
	45974.27
	44502.06
	42924.03
	41238.86
	39445.26
